"CityName","TownName","VilName","VilCode","key","pole1","pole2","pole3","pole4","pole5","pole6","pole7","pole8","pole9","pole10","household","meters"
"台北市","大安區","大學里","6300300-043","台北市大安區大學里",0,0,0,1,0,0,0,0,0,0,3537,2361
"台北市","大安區","芳和里","6300300-044","台北市大安區芳和里",0,0,0,1,0,12,0,0,0,0,2330,2073
"台北市","大安區","黎元里","6300300-046","台北市大安區黎元里",0,0,0,2,1,9,0,0,0,0,2069,1796
"台北市","大安區","黎孝里","6300300-047","台北市大安區黎孝里",0,0,0,0,1,0,0,0,0,0,3042,2724
"台北市","大安區","黎和里","6300300-048","台北市大安區黎和里",0,0,1,8,5,38,0,0,0,0,2064,1824
"台北市","大安區","建安里","6300300-049","台北市大安區建安里",0,0,0,0,0,2,0,0,0,0,2141,2201
"台北市","大安區","建倫里","6300300-050","台北市大安區建倫里",0,0,0,0,0,0,0,0,0,0,2443,2279
"台北市","大安區","敦安里","6300300-051","台北市大安區敦安里",0,0,0,0,1,0,0,0,0,0,2504,2189
"台北市","大安區","正聲里","6300300-052","台北市大安區正聲里",0,0,0,0,0,0,0,0,0,0,1937,1763
"台北市","大安區","敦煌里","6300300-053","台北市大安區敦煌里",0,0,0,1,0,0,0,0,0,0,2399,2162
"台北市","大安區","華聲里","6300300-054","台北市大安區華聲里",0,0,0,0,0,0,0,0,0,0,1759,1634
"台北市","大安區","車層里","6300300-055","台北市大安區車層里",0,0,0,0,0,0,0,0,0,0,2508,2244
"台北市","大安區","光信里","6300300-056","台北市大安區光信里",0,0,0,0,0,6,0,0,0,0,3046,2925
"台北市","大安區","學府里","6300300-057","台北市大安區學府里",0,0,1,20,3,86,0,0,0,0,1113,731
"台北市","中山區","正守里","6300400-001","台北市中山區正守里",0,0,0,0,0,4,0,0,0,0,1409,1541
"台北市","中山區","正義里","6300400-002","台北市中山區正義里",0,0,0,0,0,2,0,0,0,0,2759,3856
"台北市","中山區","正得里","6300400-003","台北市中山區正得里",0,0,0,0,0,3,0,0,0,0,1995,2862
"台北市","中山區","民安里","6300400-004","台北市中山區民安里",0,0,0,2,0,6,0,0,0,0,2143,2736
"台北市","中山區","康樂里","6300400-005","台北市中山區康樂里",0,0,0,0,0,2,0,0,0,0,1508,2099
"台北市","中山區","中山里","6300400-006","台北市中山區中山里",0,0,0,8,0,13,0,0,0,0,3588,5083
"台北市","中山區","聚盛里","6300400-007","台北市中山區聚盛里",0,0,0,0,1,2,0,0,0,0,2373,3524
"台北市","中山區","集英里","6300400-008","台北市中山區集英里",0,0,0,0,0,1,0,0,0,0,3239,3614
"台北市","中山區","聚葉里","6300400-009","台北市中山區聚葉里",0,0,0,1,0,0,0,0,0,0,1986,2529
"台北市","中山區","恆安里","6300400-010","台北市中山區恆安里",0,0,0,0,0,0,0,0,0,0,2588,3304
"台北市","中山區","晴光里","6300400-011","台北市中山區晴光里",0,0,0,0,1,0,0,0,0,0,2852,3873
"台北市","中山區","圓山里","6300400-012","台北市中山區圓山里",0,0,0,4,2,5,0,0,0,0,1968,2307
"台北市","中山區","劍潭里","6300400-013","台北市中山區劍潭里",0,0,0,2,0,7,0,0,0,0,1446,1232
"台北市","中山區","大直里","6300400-014","台北市中山區大直里",0,0,0,0,0,0,0,0,0,0,3658,3572
"台北市","中山區","成功里","6300400-015","台北市中山區成功里",0,0,0,0,0,0,0,0,0,0,3036,3467
"台北市","中山區","永安里","6300400-016","台北市中山區永安里",0,0,0,0,0,0,0,0,0,0,3860,3260
"台北市","中山區","大佳里","6300400-017","台北市中山區大佳里",0,0,0,4,7,77,0,0,0,0,424,178
"台北市","中山區","新喜里","6300400-018","台北市中山區新喜里",0,0,0,1,0,0,0,0,0,0,2172,2045
"台北市","中山區","新庄里","6300400-019","台北市中山區新庄里",0,0,0,0,0,1,0,0,0,0,2178,2114
"台北市","中山區","新福里","6300400-020","台北市中山區新福里",0,0,0,0,0,5,0,0,0,0,2235,2465
"台北市","中山區","松江里","6300400-021","台北市中山區松江里",0,0,0,0,0,6,0,0,0,0,2647,2557
"台北市","中山區","新生里","6300400-022","台北市中山區新生里",0,0,0,0,0,4,0,0,0,0,2137,2455
"台北市","中山區","中庄里","6300400-023","台北市中山區中庄里",0,0,0,0,0,0,0,0,0,0,2313,2398
"台北市","中山區","行政里","6300400-024","台北市中山區行政里",0,0,0,0,0,1,0,0,0,0,3906,2156
"台北市","中山區","行仁里","6300400-025","台北市中山區行仁里",0,0,0,0,0,1,0,0,0,0,3063,2723
"台北市","中山區","行孝里","6300400-026","台北市中山區行孝里",0,0,0,0,0,1,0,0,0,0,1604,1430
"台北市","中山區","下埤里","6300400-027","台北市中山區下埤里",0,0,0,0,0,0,0,0,0,0,2999,2848
"台北市","中山區","江寧里","6300400-028","台北市中山區江寧里",0,0,0,0,0,0,0,0,0,0,2835,2840
"台北市","中山區","江山里","6300400-029","台北市中山區江山里",0,0,0,0,0,1,0,0,0,0,3105,2963
"台北市","中山區","中吉里","6300400-030","台北市中山區中吉里",0,0,0,0,0,0,0,0,0,0,2350,2368
"台北市","中山區","中原里","6300400-031","台北市中山區中原里",0,0,0,0,0,1,0,0,0,0,2251,2413
"台北市","中山區","興亞里","6300400-032","台北市中山區興亞里",0,0,0,1,0,0,0,0,0,0,2456,3018
"台北市","中山區","中央里","6300400-033","台北市中山區中央里",0,0,0,0,0,0,0,0,0,0,1556,1636
"台北市","中山區","朱馥里","6300400-034","台北市中山區朱馥里",0,0,0,0,1,9,0,0,0,0,2519,2462
"台北市","中山區","龍洲里","6300400-035","台北市中山區龍洲里",0,0,0,0,0,0,0,0,0,0,2116,1822
"台北市","中山區","朱園里","6300400-036","台北市中山區朱園里",0,0,0,0,0,2,0,0,0,0,2227,2681
"台北市","中山區","埤頭里","6300400-037","台北市中山區埤頭里",0,0,0,0,0,8,0,0,0,0,1575,1440
"台北市","中山區","朱崙里","6300400-038","台北市中山區朱崙里",0,0,0,0,0,1,0,0,0,0,1321,1445
"台北市","中山區","力行里","6300400-039","台北市中山區力行里",0,0,0,2,0,3,0,0,0,0,2704,3009
"台北市","中山區","復華里","6300400-040","台北市中山區復華里",0,0,0,0,0,3,0,0,0,0,2111,2285
"台北市","中山區","金泰里","6300400-041","台北市中山區金泰里",0,0,0,0,0,0,0,0,0,0,3454,3505
"台北市","中山區","北安里","6300400-042","台北市中山區北安里",0,0,0,0,0,4,0,0,0,0,1045,985
"台北市","中正區","水源里","6300500-001","台北市中正區水源里",0,0,0,7,2,18,0,0,0,0,1375,1450
"台北市","中正區","富水里","6300500-002","台北市中正區富水里",0,0,0,6,0,41,0,0,0,0,1054,740
"台北市","中正區","文盛里","6300500-003","台北市中正區文盛里",0,0,0,0,0,0,0,0,0,0,1045,999
"台北市","中正區","林興里","6300500-004","台北市中正區林興里",0,0,0,0,1,9,0,0,0,0,2018,1890
"台北市","中正區","河堤里","6300500-005","台北市中正區河堤里",0,0,0,0,0,0,0,0,0,0,2000,1978
"台北市","中正區","頂東里","6300500-006","台北市中正區頂東里",0,0,0,0,0,1,0,0,0,0,2823,2649
"台北市","中正區","網溪里","6300500-007","台北市中正區網溪里",0,0,0,1,0,2,0,0,0,0,2542,2247
"台北市","中正區","板溪里","6300500-008","台北市中正區板溪里",0,0,0,3,0,10,0,0,0,0,1520,1604
"台北市","中正區","螢圃里","6300500-009","台北市中正區螢圃里",0,0,0,0,0,2,0,0,0,0,2375,2304
"台北市","中正區","螢雪里","6300500-010","台北市中正區螢雪里",0,0,0,1,1,14,0,0,1,0,1813,1792
"台北市","中正區","永功里","6300500-011","台北市中正區永功里",0,0,0,1,1,9,0,0,0,0,2539,2158
"台北市","中正區","永昌里","6300500-012","台北市中正區永昌里",0,0,0,7,0,22,0,0,0,0,2073,1853
"台北市","中正區","龍興里","6300500-013","台北市中正區龍興里",0,0,0,0,0,13,0,0,0,0,1599,1045
"台北市","中正區","忠勤里","6300500-014","台北市中正區忠勤里",0,0,0,0,0,14,0,0,0,0,3035,2732
"台北市","中正區","廈安里","6300500-015","台北市中正區廈安里",0,0,0,2,0,13,0,0,0,0,1785,1156
"台北市","中正區","愛國里","6300500-016","台北市中正區愛國里",0,0,0,0,0,5,0,0,0,0,1349,991
"台北市","中正區","南門里","6300500-017","台北市中正區南門里",0,0,0,7,1,25,0,0,0,0,1077,788
"台北市","中正區","龍光里","6300500-018","台北市中正區龍光里",0,0,0,1,0,1,0,0,0,0,1390,1023
"台北市","中正區","南福里","6300500-019","台北市中正區南福里",0,0,0,3,0,1,0,0,0,0,4483,3611
"台北市","中正區","龍福里","6300500-020","台北市中正區龍福里",0,0,0,0,0,0,0,0,0,0,3472,1734
"台北市","中正區","新營里","6300500-021","台北市中正區新營里",0,0,0,0,0,0,0,0,0,0,3580,2508
"台北市","中正區","建國里","6300500-022","台北市中正區建國里",0,0,0,0,0,4,0,0,0,0,674,563
"台北市","中正區","光復里","6300500-023","台北市中正區光復里",0,0,0,0,0,6,0,0,0,0,1838,2183
"台北市","中正區","黎明里","6300500-024","台北市中正區黎明里",0,0,0,0,0,4,0,0,0,0,1654,2272
"台北市","中正區","梅花里","6300500-025","台北市中正區梅花里",0,0,0,6,0,2,0,0,0,0,1418,1753
"台北市","中正區","幸福里","6300500-026","台北市中正區幸福里",0,0,0,0,0,1,0,0,0,0,1984,2018
"台北市","中正區","幸市里","6300500-027","台北市中正區幸市里",0,0,0,0,0,0,0,0,0,0,1984,2151
"台北市","中正區","東門里","6300500-028","台北市中正區東門里",0,0,0,0,0,0,0,0,0,0,1720,1375
"台北市","中正區","文北里","6300500-029","台北市中正區文北里",0,0,0,0,0,1,0,0,0,0,2309,2230
"台北市","中正區","文祥里","6300500-030","台北市中正區文祥里",0,0,0,4,0,6,0,0,0,0,3121,2464
"台北市","中正區","三愛里","6300500-031","台北市中正區三愛里",0,0,0,1,0,1,0,0,0,0,3493,3310
"台北市","大同區","玉泉里","6300600-001","台北市大同區玉泉里",0,0,0,1,0,22,0,0,0,0,1283,1426
"台北市","大同區","建明里","6300600-002","台北市大同區建明里",0,0,0,0,1,6,0,0,0,0,1546,2563
"台北市","大同區","建功里","6300600-003","台北市大同區建功里",0,0,0,3,1,7,0,0,0,0,2035,2329
"台北市","大同區","建泰里","6300600-004","台北市大同區建泰里",0,0,0,0,0,0,0,0,0,0,1654,1796
"台北市","大同區","永樂里","6300600-005","台北市大同區永樂里",0,0,0,0,1,2,0,0,0,0,2239,2892
"台北市","大同區","朝陽里","6300600-006","台北市大同區朝陽里",0,0,0,2,0,3,0,0,0,0,2015,2163
"台北市","大同區","星明里","6300600-007","台北市大同區星明里",0,0,0,2,0,7,0,0,0,0,2608,2684
"台北市","大同區","光能里","6300600-008","台北市大同區光能里",0,0,0,1,0,5,0,0,0,0,2008,1730
"台北市","大同區","大有里","6300600-009","台北市大同區大有里",0,0,0,3,1,11,0,0,0,0,1931,2001
"台北市","大同區","延平里","6300600-010","台北市大同區延平里",0,0,0,0,1,3,0,0,0,0,1855,1898
"台北市","大同區","雙連里","6300600-011","台北市大同區雙連里",0,0,0,0,0,4,0,0,0,0,3807,3306
"台北市","大同區","南芳里","6300600-012","台北市大同區南芳里",0,0,0,0,1,22,0,0,0,0,1645,1575
"台北市","大同區","民權里","6300600-013","台北市大同區民權里",0,0,0,0,2,9,0,0,0,0,2637,2421
"台北市","大同區","景星里","6300600-014","台北市大同區景星里",0,0,0,1,2,6,0,0,0,0,1167,1119
"台北市","大同區","隆和里","6300600-015","台北市大同區隆和里",0,0,0,1,0,3,0,0,0,0,1228,1194
"台北市","大同區","蓬萊里","6300600-016","台北市大同區蓬萊里",0,0,0,1,0,6,0,0,0,0,2050,1974
"台北市","大同區","國順里","6300600-017","台北市大同區國順里",0,0,0,4,0,10,0,0,0,0,1146,995
"台北市","大同區","國慶里","6300600-018","台北市大同區國慶里",0,0,0,0,1,2,0,0,0,0,1840,1870
"台北市","大同區","揚雅里","6300600-019","台北市大同區揚雅里",0,0,0,0,0,0,0,0,0,0,2215,1425
"台北市","大同區","斯文里","6300600-020","台北市大同區斯文里",0,0,0,0,0,0,0,0,0,0,2317,2242
"台北市","大同區","鄰江里","6300600-021","台北市大同區鄰江里",0,0,0,0,4,10,0,0,0,0,2591,2274
"台北市","大同區","至聖里","6300600-022","台北市大同區至聖里",0,0,0,0,1,8,0,0,0,0,3306,3286
"台北市","大同區","老師里","6300600-024","台北市大同區老師里",0,0,0,1,0,1,0,0,0,0,2313,1863
"台北市","大同區","重慶里","6300600-025","台北市大同區重慶里",0,0,0,0,0,10,0,0,0,0,2555,2307
"台北市","大同區","保安里","6300600-026","台北市大同區保安里",0,0,0,0,0,3,0,0,0,0,1681,1625
"台北市","萬華區","福星里","6300700-001","台北市萬華區福星里",0,0,0,2,0,6,0,0,0,0,2707,3176
"台北市","萬華區","萬壽里","6300700-002","台北市萬華區萬壽里",0,0,0,0,0,2,0,0,0,0,1900,2224
"台北市","萬華區","西門里","6300700-003","台北市萬華區西門里",0,0,0,0,0,0,0,0,0,0,2022,2209
"台北市","萬華區","新起里","6300700-004","台北市萬華區新起里",0,0,0,2,0,2,0,0,0,0,3020,3491
"台北市","萬華區","菜園里","6300700-005","台北市萬華區菜園里",0,0,0,1,1,30,0,0,0,0,2717,2561
"台北市","萬華區","青山里","6300700-006","台北市萬華區青山里",0,0,0,0,1,36,0,0,0,0,2636,2661
"台北市","萬華區","富民里","6300700-007","台北市萬華區富民里",0,0,0,2,0,16,0,0,0,0,2237,2251
"台北市","萬華區","福音里","6300700-008","台北市萬華區福音里",0,0,0,1,0,6,0,0,0,0,1654,1494
"台北市","萬華區","仁德里","6300700-009","台北市萬華區仁德里",0,0,0,3,0,9,0,0,0,0,2151,2321
"台北市","萬華區","富福里","6300700-010","台北市萬華區富福里",0,0,0,0,0,7,0,0,0,0,3204,1910
"台北市","萬華區","頂碩里","6300700-011","台北市萬華區頂碩里",0,0,0,6,1,59,0,0,0,0,3022,2806
"台北市","萬華區","雙園里","6300700-012","台北市萬華區雙園里",0,0,0,2,0,9,0,0,0,0,1918,1771
"台北市","萬華區","新忠里","6300700-013","台北市萬華區新忠里",0,0,0,0,0,0,0,0,0,0,1551,1313
"台北市","萬華區","新和里","6300700-014","台北市萬華區新和里",0,0,0,0,0,2,0,0,0,0,3442,2558
"台北市","萬華區","糖廍里","6300700-015","台北市萬華區糖廍里",0,0,0,1,0,12,0,0,0,0,2233,2297
"台北市","萬華區","和平里","6300700-016","台北市萬華區和平里",0,0,0,4,0,14,0,0,0,0,2807,2647
"台北市","萬華區","綠堤里","6300700-017","台北市萬華區綠堤里",0,0,0,1,0,0,0,0,0,0,1768,1640
"台北市","萬華區","華江里","6300700-018","台北市萬華區華江里",0,0,0,0,1,8,0,0,0,0,3259,3041
"台北市","萬華區","柳鄉里","6300700-019","台北市萬華區柳鄉里",0,0,0,0,2,33,0,0,0,0,2120,1987
